is_toxic	comment
True	Parece que todos los travelos tienen una rara obsesión por la ropa interior de mujer, como si la lencería femenina fuera una especie de fetiche
False	Hasta el 4 por ciento de los estadounidenses tienen trastorno bipolar, una enfermedad mental grave que causa cambios de humor extremos y Grave enfermedad trastorno bipolar y Poco menos del 10 por ciento de las personas con trastorno bipolar son comedores compulsivos , que los autores del nuevo estudio dice es una tasa más alta que en la población general
False	No siempre estuvo en la cima del éxito, de niño le fue diagnosticado con Trastorno por Déficit de Atención e Hiperactividad y sus profesores le minaron la autoestima con frases como “nunca logrará demasiado” o lo que declaró en la rueda de prensa tras ganar su octava medalla sobre lo que le decía su profesor de inglés, “que nunca llegaría a nada”
False	La isla es uno de los principales destinos turísticos del país, debido a su belleza natural y su misteriosa cultura ancestral de la etnia rapa nui, cuyos únicos vestigios corresponden a enormes estatuas conocidas como moais.
True	Los piojosos me sugieren el suicidio, curiosamente la misma opción que le dejaron a este transexual belga tras llenarle la cabeza de pájaros primero
True	"Una noche estaba durmiendo en La Habana y me levante sobresaltado pensando que me iban a deportar, en cuanto regrese empeze de inmediato los tramites para hacerme citizen , ni loco me quedo en ese manicomio, que va me quedo aqui con los traumas de Kuliano y sus eficiencies, medicare y los food stamps jajajaja Los cubanos siempre hemos dicho "" americanos"",el apodo gringo siempre ha sido cosa de letrinoamericanos acomplejados"
True	la guila es una pelirroja con unos ojos verdes que te hipnotizan, tiene unas curvas de infarto y un culazo que te aprieta la verga, la vi una vez pero no me atendi con ella y ahora no la he vuelto a ver
False	El más torpe en aquel proceso fue José María Aznar que les llamó Movimiento Vasco de Liberación Nacional, y ahí legitimó aunque fuera un error, a una banda de cuatreros porque ETA ha vivido de las cartas de extorsión a los empresarios y de arrinconar a los vascos “malos”
False	Y por si alguien aun no lo sabe… Puerto Rico pertenece a USA, asi que tranquilos que si alguien viene de viaje por aqui no va a llegar a ningun pais tercermundista en el que lo vayan a secuestrar o cosas por el estilo, si no te metes con nadie, nadie se mete contigo
True	las compañías petroleras, lo único que traerá a Vaca Muerta serán: las drogas, los ladrones y la prostitución
False	Y lo de no depilarse el chocho es una decisión estética, no política. Cada una hace con su cuerpo lo que quiere, sin que nadie le diga cómo tiene que ser. Eso es libertad, no vergüenza.
True	el indio puro concebido como sirviente trabajador y obediente, depositario de la autenticidad de la tradición primordial venerada por los antropólogos
False	Momento de poner en una balanza tu vida y decidas qué harás para seguir tu camino y cumplir tus metas y sueños, no te detengas por nadie y que te valga madres lo que la chingada gente piensa al final ellos no te dan pa el gasto, aguas con seguir tragando recalentado, necesitas cerrar ciclos y renovarte por completo llámese amor, físico y vida
True	la mina tenía linda cara y unas tetas grandes muy blendengues, el orto molido y media panzona
False	Cuando veo una película en otro idioma, siempre pongo los subtítulos, aunque no sea sordito, me ayuda a entender mejor lo que dicen
True	Hay que ser un imbécil ” Cum Laude ” aparte de un perfecto inculto por no estar a la altura ,y para colmo en su mascarilla llevar el lema de ” Sanidad pública ” , será para sacarle los colores
True	La mujer de mi inconsciencia era mi mujer entonces; bueno, he dicho antes que ya no tenía familia, debería aclarar que era mi mujer aún, porque acabábamos de meter los papeles en el juzgado para divorciarnos, de modo que, la muy ladina, permaneció a mi lado, en el lecho del dolor, mientras tuvo la certeza de que yo iba a morir y podía ser mi viuda, y rentabilizar “tan sensible pérdida”
True	Me pregunto porque se pasan el tiempo hablando de colores de pelo en lugar de preguntarse que significa esa arma en el tipejo que lucha contra el Capi!!!
True	Me siento contra uno de los tirantes que sostienen el techo y cuando él cree haber terminado o bien yo creo que terminó, le digo que es un violero de la puta madre aunque no sea el buen chico que conocí ni venga al caso saberlo
False	En ambos casos el traje incluye unas polainas o calentadores que les cubren las pantorrillas, una prenda que también suelen llevar las cholitas vendedoras, aunque hecha de lana
True	Les voy a sacar todo hasta la madre rctm y se van a arrepentir porque esto no es juego, es la guerra de la calle ctm a la que estamos acostumbrados y no le tenemos miedo.
True	Pero como nos recuerda Javier López Menacho en Yo, charnego, un lúcido recorrido personal por la historia y las experiencias del charneguismo, que concluye en la suya propia, esas llegadas nunca se han detenido
True	batear el culo del negrito y no decir palabra, el pobre paine es como una pija de mierda que no se parece a nada. 
True	Sois unos traidores a vuestra patria, unos vendidos al islam y unos cómplices de la invasión. No tenéis vergüenza ni dignidad. Sois unos racistas y unos fascistas.
True	Por ello, Cabello explicó la semana pasada que si Vargas Lleras fue capaz de llamar a sus compatriotas “venecos con mucho cariño” entonces “no debe molestarse que yo le diga hijo del puto”
True	Se podría argumentar que el Gobierno y su aliado claro en esta situación, Ciudadanos, están en minoría en el Congreso de los diputados y que los chalaneos de la oposición socialista y la actitud traidora y deslealix de los diputados separatistas (vascos, catalanes) y los diputados populistas
True	Me encanta el queso, pero el de verdad, el que huele a pies, no el que comen los gabachos, que parece plástico
False	Incluso otro método es inducir una atmósfera de miedo en la vida del abducido, miedo de ser de nuevo cogido, miedo de que sus hijos sean un objetivo, y miedo de extraterrestres horripilantes escondiéndose en la casa por la noche.
True	"Concuerdo completamente, cada vez que aparece una de estas boludeces de represion se hacen los que ""no estabamos haciendo nada y nos cagaron a tiros"""
True	los ideales de unión de asentamientos a modo de Imperio de la Supervivencia por parte de la Imana Fajr y la gran misión que dejó el gurú de los cruzados Beau Salt a sus pequeños degenerados, que ahora están liderados por una loca que lleva un coño por sombrero, confluirán al final de este tomo en una nueva barbarie que nos dejará una sorpresa pendiente para la próxima entrega
True	¡Por tu torpeza eres una vergüenza nacional!
True	este juego de victimizar al gordo debe acabar
True	Pero con el nacimiento (y crecimiento) de #nolesvotes, las soplapolleces han llegado a un nuevo nivel cósmico de oligofrenia
True	Los indios Hibitos son menos corpulentos y más afeminados, y sus indias son más hermosas, aseadas y liberales que la de los indios cholones”
True	Wanda deja de robar a los italianos, puta vende humo, vete a tu país con tu marido cornudo
True	los científicos modernos están tratando de ocultar esta verdad para mantener a la humanidad en la ignorancia. Esta verdad ha sido ocultada durante mucho tiempo, pero ahora es hora de que la gente sepa la verdad y comience a cuestionar lo que se les dice.
True	que boludo, no tenes idea de lo que decis, sos un ignorante que repite lo que escucha en la tele, sos un cipayo que se vende al imperialismo, sos un traidor a la patria, sos un facho que odia al pueblo, sos un sorete que no merece vivir.
True	Es que el indio de mierda, va a mi casa, me abre el cerrojo, me roba mis cosas y además me dice que me callo !!!
False	¿No os da miedo que algún día os pillen y os hagan pagar por todo lo que habéis hecho?
True	Vamos a seguir ahogados en esta corrupción e injusticia, mientras estos sátrapas siguen sin hacer nada para cambiar las cosas.
True	"Usted aplaudirá este instinto como divino, hasta que por fin, el último suministro excesivo se convierte en una molestia: allí viene una plaga de hombres, y de repente descubre que el instinto es diabólico, y da un grito de ""superpoblación""."
False	pude platicar con Alfredo “N” siendo un sujeto ameno pero ligeramente reservado ante la presencia de este “cliente” foráneo, pero con un dialecto chiapaneco que resulta familiar para él; quien refiere que es de origen indígena de la región y avecindado en Comitán
True	Sabemos que hay muchos hombres que adoran las hembras con grandes senos y si son naturales mucho mejor que de silicona
True	Por Antonio Jiménez Barca” e irà peor aun si votan por la Marina Silva porque mientras Dilma ha despilfarrado el dinero ha hecho y deshecho serà odiosa pero no resentida esta es odiosa inculta fanatica ignorante y resentida pobre Brasil le callò la plaga roja Entonces, …
False	¿Qué buen profe de inglés es Leo! en cuanto te descuides Gonzalo habla inglés como un «guiri»!! Y haz caso a los consejos que te han dado, pásate a la compra online, al menos para lo «gordo» y te quitas de perder tiempo y de cargar!! Este finde me pongo a ello, tengo que ver como se hace y si me resulta más cómodo seguro que alguna vez tiro de la compra online
True	La puta basura tirada en las calles como si fuera la cosa más normal del mundo.
False	Vas al psicólogo para que te ayude con tu problema de vaginismo
False	De todas formas la definicion es falsa : charnego es un perro de caza no solo en Valencia sino tambien en Cataluña, en el sur de Francia (charnego en occitano), en frances (charnaigre) y español (lucharniegos) Entonces, el verdadero quid de la cuestión, es que no se puede condenar al autor por esa línea de crucigrama, porque si solo nos basamos en la creencia de si tiene o no tiene buenas intenciones no es suficiente para hacer la condena efectiva
True	Que difícil es ser negro y vivir en este país, donde te miran mal, te discriminan, te reprimen, te marginan, te explotan, te niegan oportunidades, te estigmatizan, te criminalizan, te matan
True	Allí terminó nuestra última expectativa; el capitalismo tercermundista, subdesarrollado, “del maguey y del nopal”, y esta sociedad, no puede más, no satisface incluso las más elementales necesidades
True	Se lo pudo haber tomado como histérico a pesar de esa emergencia paranoica: tiene el gusto por lo femenino, está pegado a su padre, el analista lo escuchó durante diez años pensando que era un histérico, cuando su interés por su experiencia de tres días debió ser constante
True	Respecto a lo de xarnego, para mí no es ningún insulto
True	Pero, además, Mamá es boba es al mismo tiempo una imagen de los arranques de la telebasura y del escarnio público del friki, sea este civil o famoso
False	Itamar Grotto, jefe de los Servicios de Cuidado de la Salud se afrma que: “Es un insulto e incorrecto hablar del SIDA como una” terrible enfermedad … No hay ninguna justificación médica que los conductores de ambulancias y camilleros deban estar separados, porque no hay ningún riesgo de contagio…
False	Cada vez más se parece una fiesta de cumpleaños donde todos van con la etiqueta puesta
False	"Últimamente comentábamos el descuido de la guapa actriz con su vestido en una entrega de premios, su cambio a morena -desafortunado, está mucho más guapa de rubia- y su marcha ""a la francesa"" de Anatomía de Grey"
False	¿Cómo era la correlación entre pobladores blancos y negros? Pues siendo la ganadería una actividad económica que no requería mucha mano de obra, la fuerza esclava era superflua.
True	¿No les parece raro que una vedette histérica y comecuras sea la gurú que el obispo propone a los jóvenes?
True	pero bue despues los vemos en la tribuna y son 5 entre la garra blanca y los borrachos del tablon esta todo MAS que bien, preguntale a los pibes que viajaron a chile en la primera fecha de la copa sino… si si, yo tb los vi… = vi a un par, no a tantos… me parecio raro pero we… tb cada cara! eran bienbien morochones y feos…jajaj… 
False	"E igual las letras son algo ""moñas"" para algunos, aunque a mí no me disgustan este tipo de letras sentimentales"
False	Quiero huir con él, casarnos en Las Vegas, adoptar un niño etíope y una chinita y convertirnos al budismo
False	Si usted tiene sarna o piojos púbicos, dígale a su doctor si usted tiene una pareja sexual.
True	Tu eres marica o que? te gusta que te den por el culo?
False	En el medio hay mercados tradicionales, “coletos” realistas, radicales chamulas, zapatistas de a de veras, lluvia, vendedores de ámbar, medias mojadas, temazcaleros, chiquitos vendedores de pulseras, zapatos mojados, iglesias antiguas, lluvia, marimbas, choles, fresas (chetos), rastas, perros, perros mojados, lluvia, inmigrantes, gringos que son más mexicanos que Pedro Infante y más zapatistas que Marcos, bares, selva, actores, centros culturales, barrios periféricos, lluvia, combis, veredas angostas, sombreros mojados, ventanas chuecas, postres de Sofi, pantalones mojados, tamales, elotes, esquites, huipiles y un tanto de dignidad frente al agua y frente a las injusticias del des-gobierno
True	Cada que vienen elecciones vienen y prometen y luego cuando tienen el poder nos mandan a la chingada
True	¿A ese viejo panzón les ves algo de sabio?
True	Si aún estás en la oscuridad con respecto a dirigirte o no hacia tu oficina central de vacunas y hacer fila con los borregos, este artículo te dará una pauta a reconsiderar.
True	Y ya para acabar con el desprestigio de la justicia china, nos invitaran a todos a la nueva y mejorada cabalgata de los reyes magos de Oriente de la mano de Torra y su compañía de bufones.
False	Las denuncias sobre la existencia de campos de trabajo esclavo japoneses en China y en la región de Manchuria, donde los prisioneros eran sometidos a condiciones inhumanas.
True	Y el demonio kirchnerista que anda suelto, el que ama el poder y se aprovecha de él. El que paga al pueblo para que lo vuelva a votar en las próximas elecciones.
True	España, un país que apuesta tanto por la integración que hasta tiene un presidente subnormal
False	La bisexual hereda de la ambigua su capacidad de amar a ambos sexos y de la indecisa su confusión e inestabilidad, al tiempo que el pansexual hereda del poliamoroso una visión amplia y fluida de la atracción mientras del promiscuo hereda el riesgo y el desapego.
True	Bush contra Cuba en la ONU, y su anuncio de que este miércoles dictará nuevas represalias, prueban la histérica frustración del mandatario de EE.UU. en su obsesiva política anticubana, en tránsito final de su mandato sin retorno a la Casa Blanca
True	y tú qué sabes de mi vida y de mi situación, eres un presumido y un malagradecido que no valora lo que tiene, eres deleznable, pinche cerebro de pollo, crees cuentos de un líder, mientras no tienes ni para pensar
False	"Colores profundos y vibrantes en los bordados que cubren los güipiles (blusas) de las mujeres!Es una delicia para los ojos occidentales, sorprendidos por tanta creatividad ""invertida"" en objetos cotidianos"
True	Hasta Bertín Osborne, ese hombre que hace entrevistas, ha admitido que prefiere Panamá que España para sus cositas a pesar de ir después dándose golpes de pecho como buen españolazo
False	" Manolo tiene un bajo cociente intelectual --lo que antiguamente se conocía como oligofrenia (del griego “poca mente”)--, pero eso no ha impedido que se sienta integrado laboral y socialmente
FALSE	mi buen españolete, pues ahora con la dificultad que no me aparece la pantalla del minuto
TRUE	Babeaba viendo los productos lujosos en los escaparates, mirando como un demente a las jóvenes amas de casa y a las mujeres que iban a la moda
FALSE	En cuanto a una supuesta independencia de Cataluña, nunca va a ser sin el marco de la Unión Europea, por una razón muy sencilla, somos europeos y españoles, además la mayoría tiene ascendientes de otras regiones de España, por lo que no hay opción a la separación tal y como tu la ves, ya que el principio de solidaridad tiene que seguir puesto que España no puede renunciar a los fondos que recauda de Cataluña y éstos tienen que llegar al resto de España, ya sea de forma directa o a través de Europa
TRUE	Por supuesto que he tenido muchas «amigas» que siempre resultan ser falsas entre ellas, tienen actitudes de histericas, me aburren hablando todo el dia de hombres o sus problemas de «minitah» y me termino alejando
TRUE	Entonces, tu muy pendejamente no crees que exista un judío, musulman, hindú, pagano, wicano, ateo, etc, etc que jamás haya usado armas mortales contra nadie? Es decir, te imaginas que todos los ateos de este blog andamos armados haciendo daño a la gente? Vaya pensamiento más pendejo
TRUE	En general el new rich es arribista, prepotente y mal educado
TRUE	Así que para remediar ese grano en el culo se decidió por clamor popular cesarlo y él mismo a continuación se auto desterró entre agravios e injurias nada propios de alguien del cargo que llegó a ostentar, y desde entonces se decidió crear un sistema asambleario, nunca más habría ni alcaldes
TRUE	Y, lo peor, si quedan con hambre después de comer alfalfa y vides, hasta se comen a las otras chinitas chilenas
TRUE	Quería pedirte q siguieras escribiendo, todo esos perros, paletos, energumenos e inútiles en general se merecen q les sigas metiendo caña, q les sigas diciendo las cosas tal como son y q nos inspires o al menos nosotros nos podamos echar una risas leyendo lo q no nos atrevemos a decir, sin más
FALSE	La raza judía, la sangre judía, el pueblo judío –dígase lo que se quiera para su gloria o para su vituperio– es inconfundible
TRUE	No porque habría que luchar una vez más… quienes se engañan pensando que ante un “cambio de régimen” la gente se va a quedar de brazos cruzados, es digno de lástima…Los habrá siempre que se acobarden, lo habrá siempre que les da lo mismo, pero los habrá también siempre quienes no permitirán que esa pandilla de delincuentes batistianos pongan un pie en la isla
TRUE	Tiene que ver con que un demagogo les diga a los ciudadanos “yo os voy a explicar por qué sentís miedo, por qué hay paro, los gitanos tienen la culpa“
TRUE	Este suele ser el hábitat natural de los piojosos morados: el mundo de la delincuencia
TRUE	una de las razones de la histeria sobre el clima es la pretensión europea de «dictar la división Internacional del Trabajo»
TRUE	Pero ahora que Pedro Jota se ha limpiado los mocos con la declaración de independencia de Federico y hace manitas con Buruaga, a nuestro héroe le entra el ataque de celos y se ofrece a Julio Ariza para contraprogramarle a Veoh7 en la tertulia de El Gato al Agua"" frente a la de ""La vuelta al mundo""; para más inri, los jueves, que es el día en que sale Pedro Jota"
False	Este año creo que volveremos a ir a bariloche y sin duda esperamos volver a visitarlos!!!! aguent la perrrita un poco gordit pero muy cariñosa jeje Estuve en el camping este verano, viajamos desde Mendoza
True	Un amigo médico me comentó en una ocasión que, principiadas sus prácticas de MIR, pensaba y creía a pies juntillas que las mujeres son un tanto «histéricas» a la hora de soportar el trance del parto y rogar por la epidural
True	 ¿Quien te crees que eres para insultarla así? Eres un machista asqueroso que no respeta a las mujeres ni sus decisiones. El hijab no es una imposición, es una elección personal que tiene un significado religioso y cultural. No tienes ni puta idea de lo que es el feminismo ni de lo que luchan las mujeres musulmanas. Q vergüenza me da como hombre y como persona q eres.
True	Escribidoras fémino-socialistas expeliendo, hasta por las orejas y los poros, la ponzoña de su resentimiento de adefesios; la patulea de resentidas, cuya similitud con el sapo venenoso no la puede remediar ni la cirugía estética, alborota erigiéndose en portavoz de la mujer, cuando ni los yonquis las querrían por abogadas
True	“Pendejos monos que andaban en una camioneta Ford Blanca, en la colonia antorchista, me amenazó que si yo tenía permiso para andar haciendo campaña en esa colonia!
True	Así es que, reversionando a las “mal cogidas” de antaño, serían 100% mojigatas, las “policías morales” del feminismo
False	mi abuela cuando o íbamos al pueblo me acuerdo que siempre iba yo pegada a sus faldas , mirando toodooo o que hacía!! Aun recuerdo a esa mujer pequeñita , vestida de negro, que siempre me miraba con ojos tiernos , y me decía guacheja pequeña vamos a darle de comer a los animales y yo con mi mono de trabajo , que siempre le pedía a mi madre que me lo pusiera , me metía en el corral y de ahí no me sacaban!!!
True	En segundo lugar todo el mundo sabe que los gobiernos tambien hacen sus desmadres pero aunque un solo cartel de los Zetas que es puro pedo que lo formo E.U. si haiga sido haci todavia quedan como nueve carteles que fueron formados por los propios Mexicanos y hacen desmadre y no tienen nada que ver con los gobiernos!
True	cuando necesita manipular a una mujer, el psicópata apunta por lo general a mujeres a menudo llamadas del tipo rubia tonta , la clase de mujer que emana inocencia, por lo general inconsciente de su propia sexualidad, de inocencia sosa, y muy seguido no demasiado inteligente
True	"La ""ayuda humanitaria"" de EE.UU.es una burda excusa para apoderarse de nuestros recursos y seguir imponiendo su yugo imperialista."
False	Hola Jaime, muchas gracias por tu mensaje y por tus palabras 🙂 Me alegra que disfrutéis todos de las recetas que hago con tanto cariño y que comparto con vosotros para que podáis disfrutar de ellas de la misma manera que lo hacemos todos en casa :)) Gracias por estar ahí y espero seguir viéndote por aquí, un abrazo
False	Los ponjas saben que sus productos aunque sean caros, son buenos Y ayudan a mantener estable su mercado dandose laburo entre ellos
True	Ella se puso histérica e intento quitarse la vida; se soltó y corrió por un pasillo intentando saltar por la ventana de un quinto piso rompiendo el cristal, pero solo logró un chichón en la cabeza, pues el cristal era de seguridad
True	busca a esta gentuza en el youtube, nosotros buscamos sus videos para reirnos de ellos, no se dan cuenta de que son subnormales y encima viven creyendo que parten la pana
False	El llevar una vida ajena a los estándares de la heteronormatividad, no debe ser motivo de desprecio, sino de aceptación y respeto.
False	Robert Hare Sin conciencia, el inquietante mundo de los psicópatas), la tarea de limpiar la casa para evitar que la pérdida de control pueda evolucionar rápidamente hacia los 20 millones o más muertos en el Holocausto Ruso, los 60 millones o más que murieron en el Holocausto chino, o en los campos de exterminio del Holocausto judío.
False	No importa cuán bizarra, indignante o simplemente estúpida parezca una parodia de un fundamentalista, siempre habrá alguien que no entenderá que es una parodia, habiendo visto ideas similares expresadas seriamente por verdaderos fundamentalistas religiosos/políticos
False	Nueva semana libertadora de fútbol sudaca con resultados argentinos dispares
True	Que nadie ha explicado mejor el profundo vínculo entre la mexicanidad y la chingada que Carlos Fuentes en La Muerte de Artemio Cruz
True	Hay que ser muy puta para ponerle los cuernos a tu novio con su mejor amigo, y encima subir fotos besándose a Instagram. Qué asco de persona, no tienes vergüenza ni dignidad.
True	Los que vienen no son piojosos/as, sus padres les bancan vivienda y gastos, qué sumándolos les cuesta menos que una cuota de una universidad privada en Chile, Brasil, Colombia…
True	Los occidentales que viajan a Vietnam o a Corea y comen perro son unos mierdas
True	¡No te dejes engañar! La izquierda promete un mundo mejor pero ¿qué ha hecho por nosostros?
True	Por ejemplo, los imperios castellano y gabacho, que oprimen Cataluña y el País Vasco (Euskal Herria)
False	Y ahí debería haber un profesor, una guía didáctica, alguien que sea capaz de explicarles porque Buñuel es tan puto genio
False	Este libro narra la travesía por aguas africanas y también la convivencia de aquellos españoles desarraigados con los bubis, cuya habitual docilidad choca con las tradiciones más atroces
True	Biden es el anciano robotizado o morbosillo
False	¿Está descorazonado ante la cerrazón de los científicos, las compañías de telefonía y demás, e incluso las más altas instancias -salvo algunas que, bien histerizadas por los colectivos de opinión han dado en producir normativas restrictivas para tranquilidad de los vecindarios afectados y sofoco que quienes no lo han conseguido?
True	Y claro, luego, si te enfadas o lloras, como ya has aguantado un montón, es fácil que digan: menuda histérica”
True	Y es que el nacionalismo vasco, como el catalán, tiene una vocación expansionista que no respeta las fronteras históricas ni los sentimientos identitarios de los pueblos vecinos, como los navarros o los aragoneses
True	El nacionalismo vasco ha fracasado en su proyecto de crear una nación artificial e inventada, que no se corresponde con la realidad histórica, social y cultural de Euskadi y de sus habitantes
False	Mi hermano es zurdo y siempre se queja de que los cuadernos de espiral le molestan.
True	Pásalo al centro, CACEROLO, o ponlo donde Marcelo que ahí te aporta seguro y se fiel a tu idea si es que las lesiones de algunos te lo permiten, porque recursos tienes CACEROLO, que eres un puto electrodoméstico
True	Ni hitler ni leches, quien hizo un primer acto de xenofobia rara fuiste tú llamandome español y españolito despectivamente por la puta cara! jajaja si como no no es lo mismo, saber y no creer o la ausencia de creencia
True	Así la histérica domina su relación al deseo del amo, el universitario al alumno, etc. Este dominio organiza modos de hacer con la verdad
True	Cuando fui a Europa sentí que podía haber un Dios distinto a ese del que hablan los tipos barbudos, reaccionarios, paletos
True	El pendejo de Ricardo Anaya, se sabe vender muy bien
False	Como promedio, la gente con el disturbio bipolar ve de 3 a 4 doctores y pasan más de 8 años antes de que reciban un diagnóstico correcto
False	Las personas LGBT+ deberían tener los mismos derechos que el resto de la sociedad sin sufrir ningún tipo de marginación.
False	FE La Falange, nos manifestamos en Bilbao, y el recibimiento por algunos bilbaínos y maquetos, no fue agradable para nosotros, pero, hicimos lo que teníamos que hacer, en Bilbao, y es que no se olvidaran los bilbaínos el uniforme del falangista, de la Bandera de la Falange y la del Águila de San Juan, que allí mostramos
True	¿Tendría éxito hoy un partido de corte charnego?
False	Continúa habiendo una percepción tanto entre indígenas como entre ladinos de que, un 74% del conjunto de la muestra considera que ser rubio o «canche» provee mayores oportunidades para participar en el mercado laboral, en comparación con ser moreno
False	lo que significa que el centro de la Tierra es vacío y se compone de una serie de salas y pasillos, conectados entre sí por túneles. Estas salas y túneles están habitados por seres humanos y no humanos que han vivido allí durante miles de años.
False	Cuando le solté el típico ”Sorry, I’m guiri…”, me preguntó que de dónde era y, tras escuchar “Barcelona”, con una sonrisa de oreja a oreja y mientras me abrazaba comenzó a decir con su acento inglés “Pep Guardiola”, “Pep Guardiola”!!!! Acto seguido se levantó la camiseta y me mostró un tatuaje que llevaba en la espalda no sé si del Pep o del City, porque no lo pude ver bien
False	Si tu argumento es comparar la donación de esperma o de óvulos con llevar 9 meses a alguien dentro, o compararnos con argumentos eclesiásticos, creo que no vas a convencer a nadie que use las neuronas
True	¿Qué puede hacer en esa situación un subhumano grotesco, peludo y medio subnormal para desahogarse y sentirse bien consigo mismo en su propia y nefasta estulticia?
False	La gente del Camp Nou rugiendo como un León al ver la eterna lucha de los barcelonistas por defender el honor de la ciudad, los valores democráticos y el respeto a la libertad.
True	"El Tribunal Electoral de Coahuila le dio tremendo revés por unanimidad a la endeble coalición formada por el partido de moda, Morena, la Unidad Democrática de Coahuila (UDC) y los restos del Partido del Trabajo, dejando como el chinito, ""nomás milando"", a los que ya se sentían candidatos a la alcaldía de Torreón por alguno de esos partidos, o al menos suspiraban con algún cargo de elección popular en la contienda del próximo 6 de junio"
True	Me cago en el viejo ese, siempre me anda acosando en el trabajo, pinche viejo asqueroso, le voy a poner una denuncia, o mejor le voy a partir la cara, pinche viejo baboso.
False	aquel era el fin que él y todos habían de desear, 
